Trial,Eccentricity,RT,IT,Brightness,Stim ID
101,30,323,591,15,1
102,15,619,685,15,0
103,30,0,498,15,1
104,-45,409,368,15,1
105,15,521,557,15,0
106,45,334,516,15,0
107,15,499,501,15,2
108,-15,660,670,15,2
109,45,538,343,15,0
110,45,304,626,15,0
111,-30,0,392,15,0
112,30,400,438,15,2
113,15,336,746,15,1
114,-30,304,442,15,1
115,45,553,798,15,2
116,45,381,796,15,2
117,-45,409,736,15,0
118,30,469,304,15,2
119,15,415,756,15,0
120,45,361,513,15,0
121,-15,473,414,15,2
122,0,423,411,15,1
123,-30,545,307,15,2
124,-45,530,712,15,0
125,0,446,672,15,1
126,-15,298,448,15,1
127,45,489,434,15,0
128,30,462,691,15,2
129,45,0,645,15,1
130,30,276,436,15,1
131,45,314,453,15,1
132,15,281,738,15,1
133,30,380,585,15,1
134,0,600,514,15,2
135,-15,339,521,15,2
136,-30,0,349,15,0
137,-45,471,566,15,2
138,-45,303,489,15,0
139,15,550,424,15,1
140,30,461,555,15,1
141,-15,1076,715,15,0
142,-45,458,716,15,2
143,45,0,713,15,1
144,-15,0,606,15,0
145,45,0,523,15,1
146,45,0,468,15,1
147,15,499,372,15,1
148,0,535,452,15,2
149,30,497,445,15,1
150,45,463,353,15,1
151,30,377,776,15,1
152,-15,472,318,15,0
153,0,447,336,15,2
154,45,397,450,15,2
155,-45,498,749,15,1
156,-15,305,530,15,1
157,-30,362,480,15,1
158,15,416,718,15,1
159,15,385,614,15,1
160,45,479,772,15,0
161,-30,493,689,15,2
162,30,313,768,15,0
163,-30,427,380,15,2
164,15,456,749,15,0
165,-15,477,708,15,0
166,-15,369,583,15,1
167,15,414,478,15,2
168,0,466,385,15,2
169,15,533,793,15,0
170,-30,0,523,15,1
171,45,529,747,15,1
172,-30,439,661,15,2
173,30,312,486,15,1
174,15,403,774,15,2
175,45,0,426,15,1
176,-45,636,699,15,0
177,-15,421,364,15,1
178,-45,410,513,15,0
179,45,509,546,15,2
180,-30,771,403,15,2
181,-15,353,683,15,0
182,15,340,778,15,1
183,-45,414,568,15,2
184,30,454,505,15,0
185,-45,463,376,15,0
186,0,368,426,15,0
187,-15,486,497,15,2
188,30,309,689,15,0
189,-15,332,796,15,1
190,0,331,403,15,1
191,30,582,605,15,2
192,-30,462,514,15,1
193,30,621,352,15,2
194,30,424,681,15,1
195,0,298,656,15,0
196,30,521,733,15,2
197,15,548,693,15,1
198,-45,834,746,15,1
199,30,509,525,15,1
200,45,602,779,15,0
201,0,406,555,15,2
202,45,396,407,15,1
203,15,436,740,15,2
204,15,487,347,15,0
205,15,387,764,15,1
206,0,313,526,15,1
207,0,337,324,15,1
208,30,370,591,15,0
209,-45,430,754,15,2
210,-45,383,759,15,1
211,-15,504,748,15,1
212,30,457,650,15,0
213,30,784,430,15,0
214,-45,328,400,15,0
215,0,442,492,15,1
216,30,456,719,15,0
217,45,665,508,15,1
218,-15,508,357,15,0
219,-15,456,594,15,2
220,15,767,552,15,2
221,-15,530,387,15,1
222,45,0,560,15,1
223,-30,426,562,15,1
224,-45,406,639,15,0
225,45,356,763,15,0
226,30,449,666,15,2
227,15,731,714,15,2
228,-15,626,383,15,0
229,45,437,441,15,1
230,45,361,609,15,1
231,15,362,519,15,1
232,-30,401,791,15,0
233,-30,370,322,15,0
234,-45,0,713,15,1
235,-45,593,757,15,0
236,15,486,752,15,2
237,-15,413,757,15,2
238,45,418,311,15,2
239,-45,623,429,15,1
240,-45,412,488,15,1
241,-15,342,623,15,0
242,45,526,317,15,2
243,45,387,613,15,1
244,-45,459,325,15,0
245,0,468,639,15,2
246,15,451,512,15,0
247,15,352,483,15,0
248,-30,333,531,15,0
249,0,374,533,15,1
250,0,398,359,15,1
251,-15,431,615,15,0
252,0,273,572,15,1
253,-45,606,731,15,2
254,-45,608,768,15,1
255,-15,409,604,15,0
256,30,419,557,15,1
257,-30,601,695,15,0
258,-45,579,716,15,1
259,-45,398,697,15,1
260,15,317,503,15,0
261,30,318,669,15,0
262,0,365,597,15,1
263,-45,455,451,15,2
264,0,286,726,15,1
265,-45,0,357,15,0
266,-30,507,742,15,2
267,30,311,312,15,0
268,-30,524,369,15,2
269,30,306,596,15,0
270,-15,417,358,15,2
271,30,396,378,15,1
272,30,482,438,15,2
273,-15,510,565,15,0
274,45,441,475,15,2
275,30,477,601,15,2
276,-45,604,503,15,1
277,45,739,714,15,1
278,45,592,617,15,0
279,15,405,691,15,0
280,-45,465,354,15,2
281,30,487,696,15,2
282,15,421,394,15,2
283,15,486,517,15,1
284,30,380,724,15,1
285,-15,567,392,15,0
286,-30,584,334,15,1
287,-15,806,688,15,0
288,45,659,702,15,2
289,-30,762,590,15,1
290,-45,476,315,15,2
291,30,551,428,15,0
292,0,0,770,15,2
293,-30,853,542,15,1
294,-30,371,496,15,2
295,0,330,518,15,1
296,15,454,428,15,1
297,-15,428,354,15,2
298,-15,350,764,15,2
299,30,468,366,15,1
300,30,431,665,15,0
