Trial,Eccentricity,RT,IT,Brightness,Stim ID
229,-30,345,726,15,2
230,45,388,307,15,2
231,30,564,360,15,1
232,-30,525,768,15,0
233,15,516,492,15,2
234,-45,418,462,15,2
235,0,370,750,15,2
236,-15,605,433,15,0
237,-15,486,780,15,2
238,45,383,668,15,2
239,30,464,582,15,0
240,-30,501,679,15,0
241,-30,703,451,15,1
242,45,0,302,15,0
243,45,445,744,15,2
244,0,405,460,15,2
245,15,294,648,15,0
246,-30,253,731,15,0
247,-45,339,518,15,0
248,-30,399,545,15,0
249,30,632,466,15,2
250,-45,449,345,15,2
251,-30,0,497,15,0
252,15,469,493,15,1
253,-30,437,706,15,0
254,30,498,725,15,1
255,-30,654,518,15,2
256,-45,707,664,15,1
257,15,479,333,15,0
258,15,372,304,15,1
259,-15,570,795,15,1
260,30,490,768,15,0
261,30,520,618,15,2
262,30,479,433,15,1
263,15,317,747,15,1
264,45,416,434,15,1
265,-30,416,324,15,1
266,15,403,558,15,1
267,30,663,503,15,1
268,15,524,564,15,2
269,0,427,549,15,1
270,15,915,319,15,0
271,30,536,509,15,1
272,-15,462,474,15,0
273,30,383,697,15,2
274,-45,717,659,15,2
275,-45,587,794,15,2
276,0,569,592,15,2
277,-30,514,312,15,2
278,0,444,791,15,1
279,0,468,793,15,2
280,0,471,596,15,0
281,-30,633,634,15,2
282,45,550,775,15,2
283,-30,418,690,15,2
284,30,381,761,15,2
285,-15,451,333,15,1
286,-30,400,484,15,1
287,45,349,733,15,1
288,-15,282,582,15,1
289,45,422,794,15,2
290,-45,516,468,15,0
291,-15,411,348,15,2
292,30,447,651,15,1
293,-45,534,413,15,2
294,-30,565,785,15,1
295,-45,412,504,15,1
296,15,569,702,15,2
297,-30,540,362,15,2
298,-30,436,535,15,2
299,45,656,593,15,2
300,45,478,718,15,1
