Trial,Ecc,RT,IT,Brightness,Stim ID
172, -45, 328, 441, 0
173, 0, 147, 775, 0
174, 30, 345, 318, 0
175, 15, 180, 445, 0
176, 30, 218, 413, 0
177, -15, 186, 376, 0
178, -30, 165, 492, 0
179, -30, 156, 724, 0
180, -30, 193, 509, 0
181, -15, 181, 452, 0
182, 30, 284, 535, 0
183, -15, 174, 385, 0
184, 45, 151, 585, 0
185, 15, 174, 554, 0
186, 45, 217, 321, 0
187, 0, 171, 522, 0
188, 30, 199, 485, 0
189, -15, 352, 356, 0
190, -30, 166, 333, 0
191, -15, 143, 621, 0
192, 45, 19, 782, 0
193, -45, 194, 480, 0
194, 45, 229, 450, 0
195, 15, 286, 368, 0
196, -15, 158, 669, 0
197, 30, 165, 398, 0
198, 30, 157, 526, 0
199, -15, 10, 621, 0
150, 15, 5, 575, 0
151, 45, 157, 447, 0
152, -45, 216, 442, 0
153, -45, 0, 791, 0
154, 30, 171, 505, 0
155, 30, 151, 328, 0
156, 0, 262, 386, 0
157, 0, 272, 425, 0
158, -45, 161, 452, 0
159, -30, 125, 555, 0
210, 0, 221, 427, 0
211, -15, 59, 533, 0
212, 30, 161, 555, 0
213, 15, 223, 706, 0
214, -15, 176, 458, 0
215, 45, 372, 771, 0
216, -30, 215, 531, 0
217, -45, 153, 743, 0
218, 15, 211, 558, 0
219, 45, 224, 757, 0
215, 0, 295, 737, 0
221, -45, 225, 535, 0
222, 30, 266, 308, 0
223, -30, 432, 653, 0
224, -30, 250, 649, 0
225, -30, 163, 755, 0
226, -45, 229, 378, 0
227, 15, 194, 722, 0
228, 0, 474, 452, 0
229, 30, 237, 338, 0
230, 30, 234, 712, 0
231, -30, 350, 619, 0
232, -30, 237, 451, 0
233, -45, 246, 623, 0
234, 30, 228, 745, 0
235, 30, 233, 636, 0
236, 15, 248, 373, 0
237, 30, 196, 683, 0
238, -30, 255, 498, 0
239, -45, 290, 799, 0
230, 45, 246, 531, 0
241, -15, 285, 783, 0
242, -30, 285, 342, 0
243, -15, 452, 573, 0
244, 0, 558, 464, 0
245, -45, 328, 380, 0
246, 15, 343, 300, 0
247, 30, 247, 424, 0
248, -30, 247, 634, 0
249, -45, 447, 339, 0
250, 45, 145, 533, 0
251, -15, 216, 534, 0
252, -30, 230, 348, 0
253, 15, 246, 464, 0
254, -45, 489, 363, 0
255, 45, 327, 308, 0
256, 45, 303, 636, 0
257, 15, 293, 324, 0
258, 30, 153, 542, 0
259, 45, 345, 314, 0
245, -15, 188, 425, 0
261, 0, 238, 475, 0
262, -15, 243, 503, 0
263, 15, 157, 726, 0
264, 15, 125, 778, 0
265, 15, 215, 514, 0
266, -30, 193, 471, 0
267, -45, 185, 635, 0
268, -15, 188, 473, 0
269, 15, 197, 375, 0
270, -30, 179, 339, 0
271, -15, 189, 719, 0
272, 0, 552, 782, 0
273, -15, 213, 667, 0
274, -15, 214, 596, 0
275, 15, 180, 476, 0
276, -15, 159, 756, 0
277, -15, 273, 799, 0
278, 45, 272, 472, 0
279, 45, 252, 357, 0
280, -45, 325, 347, 0
281, 0, 267, 661, 0
282, -45, 242, 308, 0
283, 15, 287, 476, 0
284, -30, 231, 632, 0
285, -15, 398, 693, 0
286, 30, 171, 626, 0
287, 30, 189, 733, 0
288, 30, 244, 316, 0
289, 15, 290, 302, 0
290, 0, 267, 571, 0
291, -15, 276, 713, 0
292, -45, 247, 592, 0
293, 45, 165, 415, 0
294, -30, 210, 466, 0
295, -15, 163, 548, 0
296, 15, 156, 457, 0
297, 15, 198, 706, 0
298, -15, 368, 355, 0
299, 45, 374, 645, 0
300, -45, 334, 322, 0
301, -15, 189, 456, 0
302, 15, 199, 350, 0
303, 45, 68, 436, 0
304, -30, 155, 330, 0
305, -30, 316, 374, 0
306, -45, 284, 343, 0
307, -45, 218, 390, 0
308, 0, 314, 710, 0
309, 0, 305, 534, 0
310, -30, 153, 581, 0
311, 0, 293, 328, 0
312, -15, 380, 574, 0
313, 30, 346, 485, 0
314, 45, 354, 717, 0
315, -30, 310, 656, 0
316, 45, 557, 747, 0
317, 45, 365, 532, 0
318, 30, 228, 698, 0
319, -30, 281, 688, 0
315, -30, 376, 325, 0
321, 0, 341, 723, 0
322, -30, 434, 391, 0
323, -45, 294, 386, 0
324, 0, 285, 777, 0
325, 0, 281, 633, 0
326, -45, 558, 397, 0
327, 15, 308, 398, 0
328, -15, 270, 625, 0
329, 30, 255, 795, 0
330, -30, 374, 471, 0
331, 0, 514, 437, 0
332, 30, 244, 315, 0
333, 30, 217, 449, 0
334, 0, 162, 432, 0
335, -15, 152, 679, 0
336, 45, 222, 650, 0
337, -30, 159, 621, 0
338, -15, 303, 346, 0
339, 0, 368, 794, 0
330, 30, 308, 332, 0
341, 30, 195, 674, 0
342, -15, 195, 571, 0
343, 0, 230, 395, 0
344, -15, 250, 382, 0
345, 0, 253, 358, 0
346, -30, 306, 386, 0
347, 45, 283, 771, 0
348, -45, 334, 372, 0
349, -45, 318, 582, 0
350, -45, 326, 350, 0
351, 30, 313, 386, 0
352, 45, 343, 665, 0
353, 30, 311, 390, 0
354, -30, 278, 499, 0
355, -45, 248, 446, 0
356, -15, 233, 485, 0
357, 45, 154, 565, 0
358, -30, 375, 302, 0
359, -45, 294, 463, 0
345, 45, 219, 693, 0
361, -15, 317, 330, 0
362, 15, 300, 378, 0
363, -30, 311, 577, 0
364, -45, 297, 749, 0
365, 0, 322, 335, 0
366, 0, 294, 756, 0
367, 0, 226, 557, 0
368, 45, 250, 624, 0
369, 45, 630, 307, 0
370, 30, 532, 675, 0
371, 30, 307, 467, 0
372, 0, 376, 573, 0
373, -30, 251, 362, 0
374, -15, 315, 305, 0
375, 15, 306, 484, 0
376, -30, 280, 429, 0
377, -45, 293, 452, 0
378, -45, 268, 731, 0
379, 30, 374, 580, 0
380, 30, 338, 310, 0
381, -30, 184, 776, 0
382, 45, 224, 776, 0
383, -15, 273, 488, 0
384, 45, 273, 665, 0
385, -30, 238, 711, 0
386, 15, 212, 564, 0
387, 30, 211, 692, 0
388, 0, 365, 322, 0
389, 30, 213, 317, 0
390, -30, 222, 439, 0
391, -45, 345, 436, 0
392, -45, 267, 492, 0
393, 15, 621, 691, 0
394, 0, 189, 785, 0
395, 45, 197, 380, 0
396, 0, 196, 362, 0
397, 30, 188, 492, 0
398, -15, 166, 345, 0
399, -45, 187, 492, 0
300, -30, 245, 421, 0


