trial, dist, RT, interstim, Brightness, Response, NumberofLED
79,-30,464,353,15,1,1
80,0,311,367,15,1,1
81,30,348,425,15,1,1
82,-60,492,369,15,1,1
83,-15,342,510,15,1,1
84,-15,316,346,15,1,1
85,45,310,780,15,1,1
86,45,388,735,15,1,1
87,-15,364,620,15,1,1
88,15,485,536,15,1,1
89,-60,332,708,15,1,1
90,-30,388,642,15,1,1
91,-30,542,789,15,1,1
92,-45,500,461,15,1,1
93,-45,413,613,15,1,1
94,0,377,591,15,1,1
95,0,328,336,15,1,1
96,-60,370,759,15,1,1
97,30,278,390,15,1,1
98,30,327,625,15,1,1
99,-45,279,502,15,1,1
100,15,211,694,15,1,1
101,-30,240,764,15,1,1
102,-30,392,609,15,1,1
103,45,264,724,15,1,1
104,-60,299,526,15,1,1
105,-45,359,355,15,1,1
106,-15,272,381,15,1,1
107,60,303,770,15,1,1
108,30,421,668,15,1,1
109,-30,206,378,15,1,1
110,-45,259,671,15,1,1
111,0,326,600,15,1,1
112,30,258,503,15,1,1
113,0,266,326,15,1,1
114,-30,244,473,15,1,1
115,30,267,519,15,1,1
116,30,405,317,15,1,1
117,-15,287,628,15,1,1
118,-60,342,695,15,1,1
119,-45,362,364,15,1,1
120,-30,345,302,15,1,1
121,45,363,472,15,1,1
122,60,367,640,15,1,1
123,0,450,485,15,1,1
124,-15,343,517,15,1,1
125,45,370,755,15,1,1
126,45,332,558,15,1,1
127,0,352,534,15,1,1
128,30,263,614,15,1,1
129,-30,261,777,15,1,1
130,15,208,772,15,1,1
131,-15,340,414,15,1,1
132,-45,237,578,15,1,1
133,-15,309,579,15,1,1
134,45,285,600,15,1,1
135,-45,339,687,15,1,1
136,-45,332,554,15,1,1
137,-15,316,694,15,1,1
138,30,614,445,15,1,1
139,-60,351,490,15,1,1
140,15,280,702,15,1,1
141,-45,348,469,15,1,1
142,-30,388,377,15,1,1
143,-30,425,753,15,1,1
144,0,355,441,15,1,1
145,30,209,642,15,1,1
146,45,275,378,15,1,1
147,-15,244,583,15,1,1
148,-45,339,369,15,1,1
149,-60,294,312,15,1,1
150,45,402,410,15,1,1
151,15,338,360,15,1,1
152,-15,311,414,15,1,1
153,60,310,734,15,1,1
154,-45,346,335,15,1,1
155,15,258,722,15,1,1
156,-60,487,437,15,1,1
157,0,300,578,15,1,1
158,60,551,416,15,1,1
159,30,383,676,15,1,1
160,-60,285,745,15,1,1
161,45,459,559,15,1,1
162,-30,304,694,15,1,1
163,60,221,774,15,1,1
164,-45,187,618,15,1,1
165,-45,295,389,15,1,1
166,0,291,385,15,1,1
167,-30,304,341,15,1,1
168,-45,273,736,15,1,1
169,-15,296,694,15,1,1
170,60,397,330,15,1,1
171,0,345,305,15,1,1
172,30,209,645,15,1,1
173,0,254,783,15,1,1
174,0,350,623,15,1,1
175,-60,279,425,15,1,1
176,-60,307,672,15,1,1
177,30,352,321,15,1,1
178,-60,295,555,15,1,1
179,30,216,709,15,1,1
180,15,349,578,15,1,1
181,-60,212,494,15,1,1
182,45,201,774,15,1,1
183,-30,246,483,15,1,1
184,15,269,387,15,1,1
185,-30,239,627,15,1,1
186,15,297,527,15,1,1
187,0,280,615,15,1,1
188,-30,197,364,15,1,1
189,60,226,754,15,1,1
190,30,225,674,15,1,1
191,60,256,798,15,1,1
192,45,317,442,15,1,1
193,15,284,338,15,1,1
194,-60,349,791,15,1,1
195,15,205,636,15,1,1
196,-30,168,693,15,1,1
197,15,338,335,15,1,1
198,30,275,385,15,1,1
199,-60,229,763,15,1,1
200,15,309,751,15,1,1
201,45,341,704,15,1,1
